movie_name,comment_type,comment_text,tokens,rating,votes_count,is_high_vote,created_at,comment_date,time_period,comment_length,source_page,char_len,word_count,avg_sent_len,pmi_score,pos_ratio,neg_ratio
惊蛰无声,1,还挺好看的,好看,4,2,0,2026-02-20 03:35:32,2026-02-20,深夜,5,7,5,1,1.0,2.6044,1.0,0.0
惊蛰无声,1,初一看的。现实比电影残酷比电影草台班子，也远比电影更精彩，五星都给一线工作人员。不太尊重女性，扣一星。,初一 现实 残酷 草台班子 精彩 五星 一线 工作人员 不太 尊重 女性 扣一星,4,9,0,2026-02-17 21:20:22,2026-02-17,晚上,51,7,51,12,4.0,0.601,0.3333333333333333,0.0
惊蛰无声,1,说一个谎，如果想要掩盖它，可能要再说10个谎言；犯了一个小的错误，如果想掩盖它，可能要犯更大的错误才能掩盖那个相对较小的错误。剧中的黄凯，当初也只是与老婆闹矛盾时跟别的女人上了床。但要掩盖出轨这件事，就要帮助女间谍做事而沦为犯罪，到最后发展到想枪杀自己的战友严迪。从出轨到间谍罪再到杀人犯，为什么最后会变成魔鬼，其实都是人性使然，自以为杀了所有知情人，自己就能侥幸过关。,想要 掩盖 再说 10 谎言 错误 掩盖 要犯 更大 错误 掩盖 相对 错误 剧中 黄凯 当初 老婆 闹矛盾 别的 女人 掩盖 出轨 这件 就要 帮助 女间谍 做事 沦为 犯罪 发展 枪杀 战友 严迪 出轨 间谍罪 杀人犯 变成 魔鬼 其实 人性 使然 以为 所有 知情人 侥幸 过关,5,35,0,2026-02-17 12:43:17,2026-02-17,下午,185,7,185,46,9.2,0.564645652173913,0.32608695652173914,0.021739130434782608
惊蛰无声,1,强推 国师还是国师 整部电影节奏紧凑 剧情再线 春节首选啊,强推 国师 国师 整部 节奏 紧凑 剧情 再线 春节 首选,5,534,1,2026-02-17 10:50:37,2026-02-17,上午,29,7,29,10,10.0,0.8105800000000001,0.3,0.0
惊蛰无声,1,这片告诉我们两个道理：不要出卖国家机密，以及，杨幂身材挺好的。,这片 告诉 两个 道理 不要 出卖 国家机密 以及 杨幂 身材,4,0,0,2026-03-07 21:19:53,2026-03-07,晚上,31,7,31,10,10.0,0.22721000000000005,0.2,0.1
惊蛰无声,1,原来张译才是春节档唯一真神，昨天看的镖人，今天看的惊蛰，客串的张译都是最终大boss——幕后操控整盘大棋的人。ps朱一龙演技细腻有层次感，人物心理纠结和阴暗，表达得非常到位。难怪张艺谋选他来演这个表演难度最大的人。,原来 张译 春节 唯一 真神 昨天 镖人 今天 惊蛰 客串 张译 最终 boss 幕后 操控 整盘 大棋 ps 朱一龙 演技 细腻 层次感 人物 心理 纠结 阴暗 表达 到位 难怪 张艺谋 选他 来演 表演 难度 最大,5,18,0,2026-02-18 11:00:25,2026-02-18,上午,107,7,107,35,11.666666666666666,0.6006057142857143,0.2857142857142857,0.0
惊蛰无声,1,第一部当代国安题材电影，与民国谍战不一样的手段较量，但关于信任与背叛的人性博弈殊途同归。境外间谍与内部“钉子”双线并行，全员陷入猜忌的漩涡，不到最后一秒，你永远猜不透谁才是那个“内鬼”。张艺谋用冷色调的玻璃幕墙、地铁站、写字楼取代传统枪战暗巷，让观众在熟悉的都市图景中直面无形的危机。,第一部 当代 国安 题材 民国 谍战 一样 手段 较量 关于 信任 背叛 人性 博弈 殊途同归 境外 间谍 内部 钉子 双线 并行 全员 陷入 猜忌 漩涡 不到 一秒 永远 猜不透 张艺谋 冷色调 玻璃幕墙 地铁站 写字楼 取代 传统 枪战 暗巷 熟悉 都市 图景 直面 无形 危机,4,11,0,2026-02-17 22:27:12,2026-02-17,晚上,142,7,142,44,14.666666666666666,0.8616204545454547,0.45454545454545453,0.022727272727272728
惊蛰无声,1,35星。春季档图个乐是不错，当正经谍战片来看还是太薄了，撑不起来。朱一龙的爱情戏如果够深刻，那就是另一个档次了。,35 春季 档图 个乐 不错 正经 谍战片 来看 太薄 起来 朱一龙 爱情 深刻 档次,4,4,0,2026-02-18 20:11:39,2026-02-18,晚上,56,7,56,14,4.666666666666667,0.33170000000000005,0.2857142857142857,0.07142857142857142
惊蛰无声,1,也终于把贺岁档的电影（除动画片熊出没外）看完了。因为之前开发过同类型题材的电影故事，所以对于这个电影有更多的了解，知道这个电影有多么难做，其实中国的行业故事都有这个难题，就是收到行业相关部门的掣肘，而这次其实已经不错了，故事之中我们的中层干部已经被腐蚀了，这个在过去的审查制度之中是不敢想象的。因为故事本身其实也不具备太多的悬疑性，所以老谋子这次使用了大量碎切跳接来提升影片的节奏，所以在观感上有些不太舒适，但是整体而言还是完成度很高的一个作品（只是用完成度来要求老谋子显得有点肤浅了）。演员方面朱一龙日臻成熟，在某些角度看很像梁朝伟，而四字依旧没有摆脱那个演戏用力的习惯，整个人物有点脸谱化，其他人物也很扁平化，作为一个商业电影，是中规中矩的合格作品。,终于 贺岁 动画片 熊出没 之前 开发 过同 类型 题材 故事 了解 多么 其实 中国 行业 故事 难题 收到 行业 相关 部门 掣肘 这次 其实 不错 故事 之中 中层干部 腐蚀 过去 审查 制度 之中 不敢 想象 故事 本身 其实 具备 太多 悬疑 老谋子 这次 使用 大量 碎切 接来 提升 节奏 观感 有些 不太 舒适 整体而言 完成度 作品 完成度 要求 老谋子 显得 有点 肤浅 演员 方面 朱一龙 日臻成熟 某些 角度看 梁朝伟 四字 依旧 摆脱 演戏 用力 习惯 整个 人物 有点 脸谱化 人物 扁平化 商业 中规中矩 合格 作品,5,1,0,2026-03-01 11:39:45,2026-03-01,上午,327,7,327,85,21.25,0.5693223529411766,0.32941176470588235,0.023529411764705882
惊蛰无声,1,看完了惊蛰无声，实话实话简直是朱一龙演技大赏。戏眼是他，灵魂是他，唯一和他无关的是故事结尾。 朱一龙收放自如的情绪爆发力，细腻又破碎的情感戏，是本片最值得观赏的部分。 观影完感受最神奇的是，黄凯这个人物行为逻辑的些许漏洞也被他缝缝补补搞完了。 同去的家属毫无滤镜地说，如果反转的戏眼仍是黄凯就好了。,惊蛰无声 实话 实话 朱一龙 演技 大赏 戏眼 灵魂 唯一 无关 故事 结尾 朱一龙 收放自如 情绪 爆发力 细腻 破碎 情感 本片 值得 观赏 观影 感受 神奇 黄凯 人物 行为 逻辑 些许 漏洞 缝缝补补 搞完 同去 家属 毫无 滤镜 地说 反转 戏眼 黄凯,4,3,0,2026-02-17 16:55:55,2026-02-17,下午,149,7,149,41,8.2,0.407129268292683,0.3170731707317073,0.07317073170731707
惊蛰无声,1,看得很爽！当代谍战戏拍出了该有的样子，全是信息暗战和心理博弈，最后几十分钟的反转令人非常意外！电影的节奏很快很紧张，最狠的还是那些监控视角和执法记录仪的画面，有创新也够意思，你看着荧幕上的角色，也像被谁看着一样，这种代入感对我来说很新鲜、很刺激。还有大量的夜场戏也符合谍战剧的紧张氛围，它把人性刻画得很真实，好看，带感！春节嘛，就图一爽！,很爽 当代 谍战 拍出 样子 全是 信息 暗战 心理 博弈 几十分钟 反转 令人 意外 节奏 很快 紧张 最狠 那些 监控 视角 执法 记录仪 画面 创新 够意思 看着 荧幕 角色 看着 一样 代入 感对 来说 新鲜 刺激 大量 夜场 符合 谍战 紧张 氛围 人性 刻画 真实 好看 带感 春节 一爽,4,16,0,2026-02-17 16:20:58,2026-02-17,下午,169,7,169,49,9.8,1.109936734693877,0.5510204081632653,0.04081632653061224
惊蛰无声,1,完整扎实。以及任谁看了都会心疼这黄凯,完整 扎实 以及 心疼 黄凯,4,6,0,2026-02-18 07:35:04,2026-02-18,上午,18,7,18,5,2.5,1.1115,0.4,0.0
惊蛰无声,1,电影把谍战拍成了城市暗涌：国安小组查内鬼，却发现螳螂捕蝉黄雀在后——每个人都在盯人，也都被盯。真正让人脊背发凉的不是敌人，是并肩作战的队友突然变得可疑。当代谍战的战场，就在你我每天走过的街角。,谍战 拍成 城市 暗涌 国安 小组 查内 发现 螳螂捕蝉 黄雀在后 每个 盯人 真正 脊背 发凉 敌人 并肩作战 队友 突然 变得 可疑 当代 谍战 战场 每天 走过 街角,4,2,0,2026-02-17 21:55:32,2026-02-17,晚上,96,8,96,27,9.0,0.3778037037037037,0.37037037037037035,0.037037037037037035
惊蛰无声,1,有被感动到，为无名英雄鼓掌，为导演鼓掌，为演员鼓掌，敢拍，会演，效率高。影片里大量群演戏室外戏的调度以及保密，难度之大不敢想象，导演厉害！严队厉害！,感动 无名英雄 鼓掌 导演 鼓掌 演员 鼓掌 会演 效率高 大量 演戏 室外 调度 以及 保密 难度 之大 不敢 想象 导演 厉害 严队 厉害,5,6,0,2026-02-18 15:22:56,2026-02-18,下午,74,8,74,23,7.666666666666667,0.30124347826086956,0.21739130434782608,0.08695652173913043
惊蛰无声,1,看完了 能给到75分，第一层朱一龙死掉，我想着就这样那电影也太无聊了，果然有第二重反转，但没想到最后还有第三重反转，就是抓捕过程中感觉国安小队其他人都是摆设，没用上，抓间谍就就四字和朱一龙在，其他人都不见了，有些太过于刻意，然后在场景上也有些无聊，可能也是为了写实，无法拍到像碟中谍和谍影重重那样，所以在动作戏上没有爽点，但还是好看的，值得一看。,75 第一层 朱一龙 无聊 果然 第二重 反转 没想到 第三重 反转 抓捕 过程 国安 小队 其他人 摆设 没用 间谍 四字 朱一龙 其他人 不见 有些 过于 刻意 场景 有些 无聊 为了 写实 无法 拍到 碟中谍 谍影 重重 那样 动作 戏上 爽点 好看 值得一看,4,0,0,2026-02-26 20:43:12,2026-02-26,晚上,173,8,173,41,41.0,0.5343536585365855,0.34146341463414637,0.07317073170731707
惊蛰无声,1,节奏很好，故事俗套，台词刻意，歌曲难听。 ps：女性角色非常男本位。,节奏 故事 俗套 台词 刻意 歌曲 难听 ps 女性 角色 本位,4,8,0,2026-02-18 15:05:18,2026-02-18,下午,34,8,34,11,5.5,-0.04336363636363635,0.18181818181818182,0.2727272727272727
惊蛰无声,1,最近都在看谍战，果然是碟中谍，深圳被拍的好好看 多一星为拉高分,最近 谍战 果然 碟中谍 深圳 好好看 多一星 高分,5,3,0,2026-02-19 17:14:11,2026-02-19,下午,31,8,31,8,8.0,0.4408625,0.375,0.0
惊蛰无声,1,全程跟着走的电影，不多见了。飞驰人生3给5分，这个给9分。,全程 跟着 不多见 飞驰人生,5,73,0,2026-02-17 23:53:00,2026-02-17,晚上,29,8,29,4,2.0,0.639,0.5,0.0
惊蛰无声,1,还不错，节奏没有掉下来，很多跳切表达情绪,不错 节奏 掉下来 很多 跳切 表达 情绪,5,39,0,2026-02-17 13:48:51,2026-02-17,下午,20,8,20,7,7.0,1.1027142857142858,0.42857142857142855,0.14285714285714285
惊蛰无声,1,2026217 怀来新影联 观感好于飞驰人生3，老谋子整这种卧底剧本杀是手拿把掐了，这卡司不知道还以为是现代版满江红,2026217 怀来 新影联 观感 好于 飞驰人生 老谋子 卧底 剧本 这卡司 以为 现代版 满江红,4,2,0,2026-02-17 18:56:25,2026-02-17,晚上,58,8,58,13,13.0,-0.015330769230769268,0.23076923076923078,0.15384615384615385
惊蛰无声,1,近几年张艺谋导演作品井喷，未必都是精品，但下限绝对不低，至少都是工整、可看、在及格分以上的。同景别跳剪（有几处应该用的还不是同一条素材）看得我一愣一愣，还能这么剪！桃源影城,近几年 张艺谋 导演 作品 井喷 未必 精品 下限 绝对 不低 至少 工整 及格 以上 同景别 几处 一条 素材 看得 桃源 影城,4,10,0,2026-02-17 20:31:23,2026-02-17,晚上,86,8,86,21,7.0,-0.10982857142857139,0.047619047619047616,0.14285714285714285
惊蛰无声,1,豆瓣六分的均分明显低了，我觉得整体故事性还是不错的，虽然逻辑性差一点，但是双内线、双面间谍的设定还是很好，当然如果结尾停留在最后十分钟易烊千玺拿起隐藏电话的画面，那就是神作。,豆瓣 六分 均分 明显 整体 故事性 不错 逻辑性 差一点 内线 双面 间谍 设定 当然 结尾 停留 十分钟 易烊千玺 隐藏 电话 画面 神作,4,1,0,2026-03-16 16:04:33,2026-03-16,下午,87,8,87,22,22.0,0.4945136363636364,0.36363636363636365,0.0
惊蛰无声,1,国安版无间道，比预期好很多,国安 无间道 预期 很多,4,3,0,2026-04-02 11:11:47,2026-04-02,上午,13,8,13,4,4.0,1.359875,0.75,0.0
惊蛰无声,1,惊蛰无声让我知道，我们现在的岁月静好，真的是有人在看不见的地方替我们挡着风雨,惊蛰无声 岁月 静好 有人 看不见 地方 风雨,5,10,0,2026-02-18 16:38:05,2026-02-18,下午,38,8,38,7,7.0,0.3972571428571428,0.2857142857142857,0.0
惊蛰无声,1,恭喜易烊千玺又一部伟大作品上映！ 惊蛰无声严迪反转又反转角色出乎意外又演的刚好，故事像月光下的河流，温柔又冷冽，水中捞月，镜花水月的氛围。大家演技都在线，很舒服的观影，主线不大开大合渲染，一切刚刚好。向那些为了保护国家默默潜行的人致敬。,恭喜 易烊千玺 伟大 作品 上映 惊蛰无声 严迪 反转 反转 角色 出乎意外 刚好 故事 月光 河流 温柔 冷冽 水中捞月 镜花水月 氛围 大家 演技 在线 舒服 观影 主线 大开大合 渲染 一切 刚刚 那些 为了 保护 国家 默默 潜行 致敬,5,3,0,2026-02-19 17:22:19,2026-02-19,下午,118,8,118,37,9.25,0.7309810810810812,0.5135135135135135,0.02702702702702703
惊蛰无声,1,有没有导演给展开拍成电视剧啊，电影版剧情紧凑，没有拖沓，看完感觉意犹未尽，想看更多的剧情细节展开,有没有 导演 展开 电视剧 电影版 剧情 紧凑 拖沓 意犹未尽 剧情 细节 展开,4,0,0,2026-02-18 18:19:17,2026-02-18,晚上,48,8,48,12,12.0,0.7367916666666666,0.4166666666666667,0.08333333333333333
惊蛰无声,1,怎么说呢，第六感觉得最帅男配应该也是个钉子。 论一个男人如何因为自己的下半身而丢掉性命的傻逼事件。 永远要相信你枕边人对你变化的敏感程度。,第六感 最帅 男配 钉子 男人 如何 下半身 丢掉 性命 事件 永远 相信 枕边人 变化 敏感 程度,4,5,0,2026-02-18 19:09:40,2026-02-18,晚上,69,8,69,16,5.333333333333333,0.46275,0.375,0.0
惊蛰无声,1,国师发挥稳定，深圳版无间道，给坚持创作的老谋子点个赞,国师 发挥 稳定 深圳 无间道 坚持 创作 老谋子 点个,4,13,0,2026-02-17 17:54:53,2026-02-17,下午,26,8,26,9,9.0,0.5431888888888889,0.3333333333333333,0.1111111111111111
惊蛰无声,1,张艺谋的稳定发挥，质量与悬崖之上、坚如磐石一档。朱一龙不负众望的主演，张译、宋佳、雷佳音一如既往的出色。,张艺谋 稳定 发挥 质量 悬崖之上 坚如磐石 一档 朱一龙 不负众望 主演 张译 宋佳 雷佳音 一如既往 出色,4,0,0,2026-02-21 00:45:37,2026-02-21,深夜,52,8,52,15,7.5,0.7388733333333335,0.4,0.0
惊蛰无声,1,豆瓣对张艺谋的期待好高！我已经满足了！这才是贺岁档！我是土狗就爱看土味碟中谍！（希望艺谋哥每年都拍贺岁档！成为中国的伍迪艾伦！,豆瓣 张艺谋 期待 满足 这才 贺岁 土狗 爱看 土味 碟中谍 希望 艺谋哥 每年 贺岁 成为 中国 伍迪 艾伦,4,4,0,2026-02-18 14:20:43,2026-02-18,下午,63,8,63,18,3.0,0.4573444444444445,0.4444444444444444,0.0
惊蛰无声,1,让拿捏成这样，也真是,拿捏 真是,4,0,0,2026-03-08 09:30:17,2026-03-08,上午,10,8,10,2,2.0,0.74055,0.5,0.0
惊蛰无声,1,哪怕只是为了交作业，张艺谋也不会只满足于拍朱一龙恶堕史这样的国安教育片，所以反转是一定会有的，而贵为一番位，四字也不可能真的去演一个被策反的国安，所以二次反转也是会有的，这就让片子在一般意义上的卧底间谍题材上多了一层反转，相当于拍了一个卧底之卧底的故事，这恰恰就是片名的真正含义，反间谍未必要以轰轰烈烈而收场，往往很多时候以悄无声息的欺骗而出现，在很多人耳熟能详的间谍卧底工作背后，还有更深层次更具隐秘性的以内部卧底形式反卧底传递误导性信息的隐秘工作。一开始就觉得应该不是简单的反策反，而更像是反反间，其后剧情走向的确如此，但总感觉反间谍双方的攻防应该呈现一种镜像结构，有执行层面的对抗，也应该有决策层面的对抗，这样看来宋佳这个角色其实是极度可疑的，但剧情并没有明示这一点。,哪怕 为了 作业 张艺谋 不会 满足 朱一龙 堕史 国安 教育片 反转 一定 而贵 一番 四字 去演 策反 国安 二次 反转 就让 一般 意义 卧底 间谍 题材 一层 反转 相当于 卧底 卧底 故事 恰恰 片名 真正 含义 反间谍 未必 轰轰烈烈 收场 往往 很多 悄无声息 欺骗 出现 很多 耳熟能详 间谍 卧底 工作 背后 深层次 更具 隐秘性 内部 卧底 形式 卧底 传递 误导性 信息 隐秘 工作 简单 策反 像是 反间 其后 剧情 走向 的确如此 反间谍 双方 攻防 呈现 一种 镜像 结构 执行 层面 对抗 决策 层面 对抗 看来 宋佳 角色 其实 极度 可疑 剧情 明示,4,12,0,2026-02-17 16:12:45,2026-02-17,下午,337,8,337,92,46.0,0.5654010869565219,0.391304347826087,0.021739130434782608
惊蛰无声,1,竟然还可以！双男主演技在线，以前的小鲜肉已经有了古巨基的样子，慢慢成为老戏骨了！就是看得出制作时间有限，希望张导以后不要赶时间了，无人机片段等等特效还需打磨。为题材加半分。,竟然 双男 主演 在线 以前 鲜肉 古巨基 样子 慢慢 成为 老戏骨 看得出 制作 时间 有限 希望 张导 以后 不要 赶时间 无人机 片段 等等 特效 打磨 题材 半分,4,6,0,2026-02-18 00:06:23,2026-02-18,深夜,86,9,86,27,6.75,0.2231,0.25925925925925924,0.2962962962962963
惊蛰无声,1,想到了最后还会反转，但想错方向了，高 特别棒的一部电影，节奏棒！剧情棒！演员棒！千玺的演技还是一如既往的好！,想到 还会 反转 方向 特别 节奏 剧情 演员 千玺 演技 一如既往,5,2,0,2026-02-18 20:10:28,2026-02-18,晚上,54,9,54,11,2.75,1.014709090909091,0.5454545454545454,0.0
惊蛰无声,1,故事有爽感，全程无尿点，104分钟的时长，没有一分钟废戏。看完除了几个观众熟悉的演员，让人惊喜的是刘耀文饰演的技术干警建浩，他以一种独特的方式完成了自己的银幕亮相，因为跟角色适配度非常高，所以看的时候完全不会出戏，会觉得他就是那个角色。看幕后采访张艺谋称他为“天生适合吃演员这碗饭”，摄影师也说他“全方位好拍的电影脸”，很看好他的后续发展。,故事 爽感 全程无 尿点 104 分钟 时长 一分钟 废戏 几个 熟悉 演员 惊喜 刘耀文 饰演 技术 干警 建浩 一种 独特 方式 完成 银幕 亮相 角色 适配 不会 出戏 角色 幕后 采访 张艺谋 天生 适合 演员 碗饭 摄影师 全方位 看好 后续 发展,4,0,0,2026-03-06 19:22:11,2026-03-06,晚上,170,9,170,41,13.666666666666666,0.4095121951219512,0.24390243902439024,0.024390243902439025
惊蛰无声,1,一个典型的无间道故事，再加一点中国特色，一款适合中国宝宝体质的无间道。 比想象中的好很多，单论观感来说真正的全程无尿点，本片立项开始主旋律的底色就不可避免，命题作文的前提加春节档的背景双重限制。 好在，张艺谋将类型片的悬疑感放到最大，家国情怀虽轻轻一点但同样让人印象深刻。,典型 无间道 故事 加一点 中国 特色 一款 适合 中国 宝宝 体质 无间道 想象 很多 单论 观感 来说 真正 全程无 尿点 本片 立项 主旋律 底色 不可避免 命题作文 前提 春节 背景 双重 限制 张艺谋 类型 悬疑 放到 最大 家国 情怀 轻轻 同样 印象 深刻,4,13,0,2026-02-17 13:21:10,2026-02-17,下午,136,9,136,42,14.0,0.4248261904761903,0.35714285714285715,0.0
惊蛰无声,1,所有立志于拍类型片的，能不能都学习一下老谋子，能不拍2小时的，都尽量在100分钟内直接讲完事儿，结束战斗。去了片尾才1个半小时多一点，没废话，真的看的很舒服,所有 立志 类型 不能 学习 一下 老谋子 小时 尽量 100 分钟 直接 讲完 事儿 结束战斗 片尾 半小时 多一点 废话 舒服,4,20,0,2026-02-17 13:05:49,2026-02-17,下午,78,9,78,20,10.0,0.21675500000000003,0.2,0.15
惊蛰无声,1,老谋子不会让人失望，真是老谋深算呀，故事很完整紧凑，反转再反转，演员们也颜值与实力并存，超推荐。不愧我大深圳呀，特别上镜，福田龙岗来回切换，场景都很熟悉但也不会出戏，最后还是因国家强大而自豪！,老谋子 不会 失望 真是 老谋深算 故事 完整 紧凑 反转 反转 演员 颜值 实力 并存 推荐 不愧 我大 深圳 特别 福田 龙岗 来回 切换 场景 熟悉 不会 出戏 国家 强大 自豪,5,50,0,2026-02-17 12:14:21,2026-02-17,下午,96,9,96,30,15.0,0.7592433333333334,0.36666666666666664,0.06666666666666667
惊蛰无声,1,刘诗诗好会哭，整部电影唯一的泪点！真的，把刘诗诗这张超绝文艺电影脸，焊在电影里面吧！,刘诗诗 好会 整部 唯一 泪点 刘诗诗 这张 超绝 文艺 里面,4,7,0,2026-02-18 23:03:01,2026-02-18,晚上,42,9,42,10,5.0,0.32872,0.2,0.0
惊蛰无声,1,同位素好好笑,同位素 好好笑,4,2,0,2026-02-20 13:52:51,2026-02-20,下午,6,9,6,2,2.0,0.0,0.0,0.0
惊蛰无声,1,第一部国安片的名号 ps：我就一直怀疑局长（狗头）,第一部 国安 名号 ps 一直 怀疑 局长 狗头,4,1,0,2026-02-19 23:21:02,2026-02-19,晚上,25,9,25,8,8.0,0.536325,0.5,0.0
惊蛰无声,1,张力十足，emo又在尝试新奇玩意儿了，活到老创作到老,张力 十足 emo 尝试 新奇 玩意儿 活到老 创作,5,0,0,2026-02-19 18:56:48,2026-02-19,晚上,26,9,26,8,8.0,0.3609,0.375,0.125
惊蛰无声,1,看到材料是隐身战机涂料的时候，想灭人的心抑制不住！,材料 隐身 战机 涂料 想灭 抑制 不住,5,0,0,2026-03-07 20:44:31,2026-03-07,晚上,25,9,25,7,7.0,-0.10101428571428572,0.14285714285714285,0.14285714285714285
惊蛰无声,1,全程紧张刺激，看完直呼过瘾！影片以高密度跳切与快速推拉运镜营造持续压迫感，让人物始终处于被监控与对峙的紧绷状态，沉浸感极强。故事更将谍战核心落在人心博弈上——每一次选择都是心理较量。尤其最后20分钟张力陡升、反转带劲，强烈建议零剧透进影院亲自体验。,全程 紧张 刺激 直呼 过瘾 高密度 跳切 快速 推拉 运镜 营造 持续 压迫感 人物 始终 处于 监控 对峙 紧绷 状态 沉浸 感极强 故事 谍战 核心 人心 博弈 选择 心理 较量 尤其 20 分钟 张力 陡升 反转 带劲 强烈建议 零剧 进影院 亲自 体验,4,4,0,2026-02-18 13:57:03,2026-02-18,下午,124,9,124,42,10.5,0.8862214285714286,0.5952380952380952,0.023809523809523808
惊蛰无声,1,春节档观影最舒服的一次，也是感受电影魅力的本质。国师现在不仅追求不同类型，更是对类型做到极简。本剧中明明有很多可以炫技的空间，但选择了一种怼脸拍，展示表演和表情最简单也最直接的方式。剧本台词更是惜字如金，更多通过表演来表达。故事不大，但能四两拨千斤，展现深厚功力。现如今，克制比放纵更难掌控。,春节 观影 最舒服 感受 魅力 本质 国师 不仅 追求 不同 类型 更是 类型 做到 极简 剧中 很多 炫技 空间 选择 一种 展示 表演 表情 简单 直接 方式 剧本 台词 更是 惜字如金 通过表演 表达 故事 四两拨千斤 展现 深厚 功力 现如今 克制 放纵 更难 掌控,5,1,0,2026-03-01 13:26:47,2026-03-01,下午,146,9,146,43,7.166666666666667,0.49073488372093016,0.3953488372093023,0.06976744186046512
惊蛰无声,1,寓教于电影娱乐，声音与唱词强势，剧情和情势的迫切抓人，熟悉的都市背景让影片带有近距离的实感，缺点是对人物的人性和动机描画不足。国安间谍、双重老板、隐形材料、天眼追车、乔装不易、谍战伎俩。螳螂捕蝉戏说难演也好演，就是到什么情节点就演什么对应身份，并没有人性深度上的纠结。四位主演在动作和表情上表现都不错。,寓教于 娱乐 声音 唱词 强势 剧情 情势 迫切 抓人 熟悉 都市 背景 带有 近距离 实感 缺点 人物 人性 动机 描画 不足 国安 间谍 双重 老板 隐形 材料 天眼 追车 乔装 不易 谍战 伎俩 螳螂捕蝉 戏说 难演 也好 情节 对应 身份 人性 深度 纠结 四位 主演 动作 表情 表现 不错,4,18,0,2026-02-17 17:12:07,2026-02-17,下午,151,9,151,49,12.25,0.7751877551020409,0.40816326530612246,0.02040816326530612
惊蛰无声,1,还可以的。没那么惊艳但也没觉得难看，故事稍微有点单薄，节奏还不错，感觉可能编导发挥有限制，其实这个题材可以再挖挖，有不少地方没交代明白。意外发现龙幂吻戏还不错（关注跑偏啊）,惊艳 难看 故事 稍微 有点 单薄 节奏 不错 编导 发挥 限制 其实 题材 不少 地方 交代 明白 意外 发现 不错 关注,4,6,0,2026-02-17 21:33:11,2026-02-17,晚上,86,9,86,21,7.0,0.9127333333333334,0.47619047619047616,0.09523809523809523
惊蛰无声,1,国师节奏太强了，牢牢抓死那种。三段插曲，也是层层叠进。中间两人互探的那场戏，两人眉宇间的对戏与飙戏，太会演了！,国师 节奏 太强 牢牢 抓死 三段 插曲 层层 叠进 中间 两人 互探 那场 两人 眉宇 飙戏 会演,4,49,0,2026-02-17 23:20:34,2026-02-17,晚上,55,9,55,17,5.666666666666667,0.41037647058823534,0.23529411764705882,0.058823529411764705
惊蛰无声,1,题材赋魅。很多镜头都切得很混乱。只有朱一龙的台词好一点，但这个人物一步步深陷到最后不得不自杀的逻辑链条根本不充分……,题材 赋魅 很多 镜头 切得 混乱 朱一龙 台词 人物 一步步 深陷 不得不 自杀 逻辑 链条 根本 充分,4,1,0,2026-03-15 18:50:24,2026-03-15,晚上,58,9,58,17,5.666666666666667,0.19923529411764707,0.35294117647058826,0.17647058823529413
惊蛰无声,1,第一次看电影这么亲切，都是深圳标志性建筑。向国安警察致敬。,第一次 亲切 深圳 标志性 建筑 国安 警察 致敬,4,18,0,2026-02-17 11:57:22,2026-02-17,上午,29,9,29,8,4.0,0.9976249999999999,0.75,0.0
惊蛰无声,1,电影的角度，剧本不算扎实，有些设置与现实脱节；但国师的高度永远是有社会责任感的啊，而且能坚持在70的高龄保持旺盛的创作力，很难做到的！凭祥唯一一家电影院,角度 剧本 不算 扎实 有些 设置 现实 脱节 国师 高度 永远 社会 责任感 坚持 70 高龄 保持 旺盛 创作力 很难 做到 凭祥 唯一 一家 电影院,4,0,0,2026-02-20 19:46:28,2026-02-20,晚上,76,9,76,25,8.333333333333334,0.464576,0.24,0.12
惊蛰无声,1,大年初二，好故事——惊蛰无声开篇。老谋子的品质还是在的，局中局层层递进，角色有困境，故事有反转，虽然部分故事情节和人物走向能猜到，主旋律题材能到这个水准足够了。感谢老导演的传统匠人手艺活，干净利索地叙事和人物关系，100分钟左右，片长和节奏都刚刚好。,大年初二 故事 惊蛰无声 开篇 老谋子 品质 局中局 层层 递进 角色 困境 故事 反转 故事情节 人物 走向 主旋律 题材 水准 足够 感谢 导演 传统 匠人 手艺 干净利索 叙事 人物 关系 100 分钟 左右 片长 节奏 刚刚,4,11,0,2026-02-18 15:45:52,2026-02-18,下午,125,9,125,35,11.666666666666666,0.7193628571428572,0.45714285714285713,0.02857142857142857
惊蛰无声,1,演技最好的张译那个松弛感拿捏住了朱一龙也演出了那种拧巴和挣扎,演技 最好 张译 松弛 拿捏 朱一龙 演出 挣扎,4,5,0,2026-02-17 20:26:04,2026-02-17,晚上,30,10,30,8,8.0,0.879225,0.625,0.0
惊蛰无声,1,嫌疑人太好猜的必定有反转,嫌疑人 太好 必定 反转,4,0,0,2026-03-07 20:48:41,2026-03-07,晚上,12,10,12,4,4.0,0.225775,0.25,0.0
惊蛰无声,1,没到6分这么低，挺好看的,没到 好看,4,1,0,2026-03-24 23:56:22,2026-03-24,晚上,12,10,12,2,2.0,1.3022,0.5,0.0
